ID	Verbatim
584	Because the tutorial to have a second sign on made it very easy
585	did not get loose connection this time
586	information was still available from previos visit
587	no longer needed on a day to day basix.  Too expensive
588	always there when I need to get on 
589	no errors or popups
590	cuz it wasnt freezing up like it sometimes does
591	It was easy to connect.
592	 was not,to slow
593	check my email in and out quick
594	easy to get connected
595	Disconnect problems.  Constantly get disconnected and have tried all kinds of fixes......
596	Same old problem DISCONNECTED...............................
597	Mary was very courteous & helpful.
598	RICHARD AT ABCD, WAS VERY HELPFUL.  HE UNDERSTOOD MY CONCERNS AND GAVE ME SOME POINTERS TO HELP REDUCE MY MONTHLY COSTS ,BUT AS YET, I HAVEN'T BEEN ABLE TO REDUCE IT MUCH!
599	cost
600	i got where i wanted with out a problem
601	everything worked fine, no freezes or boots off net
602	had e mails from my children
603	i got what i was looking for
604	the price per month
605	was able to find what I needed with out any pop ups or long delays 
606	i was not kicked off
607	received e-mail without difficulty.  got to websites i wanted in a timely manner
608	why not - i checked my e-mails, read news - it was up to date. But i do not like too much SPAM
609	because i did not have any problems to visit the web that i wanted to go
610	was easy 
611	gives ne easy access to my needs.
612	High speed internet not available in our area.
613	Just on long enough to check e-mail. 
614	Got information I needed
615	found what i was looking up.........ABCD makes it easy...program is very easy to use
616	cost
617	easy to use and find info I needed
618	easy to use - all info easily found - keywords very helpful
619	no major problems
620	Payment method and a cheaper plan
621	got booted 3 times the most since i got my new computer. 
622	I was able to check breaking news,movie times and temperature
623	Because ABCD is user friendly
624	log on was quick when i needed it to be
625	to many dissconnects and pop up pronography ads
626	love ABCD
627	didn't have any problems 
628	Able to get to the sites and not having to wait a long time or getting messages stating that it was taking longer than expected.
629	I didn't have any trouble getting the information I was looking for.  The phone number wasn't busy trying to get on-line.
630	The current events are upto date. They also have interesting topics that I like to read.
631	no problems not cut off
632	ease of getting on line
633	I DID NOT HAVE A LOT OF POP UPS,OR BEING SHUT DOWN WHILE WORKING ON SOMETHING ON LINE
634	i got to chat with my friends
635	cuz it satisfied my needs
636	none..i won't canel unless you go out of business or increase rates.
637	quick e-mail check
638	just a good job
639	Quick connections
640	cost and service
641	price
642	there was only one pop-up 
643	it is too expensive
644	no special reason
645	I know I can depend that the site will be available and get me to the games I like to play.  Easy to maneuver thru the site for the information I want/need.
646	I didnt get cut off
647	too slow lately, keeps cutting me off, too long to connect
648	found what I was looking for
649	Apparently ABCD enlarged the ability to block unwanted email addresses.
650	no problems
651	It took me three or four trys to get connected.
652	Poor to lousy tech support for Macintosh computers. The times I have used tech support the information given was either out of date or incorrect. The last incident required me to completely wipe my system clean and reload all the software to enable my system to work again...the ABCD tech support given directed me to delete ceratin files that ended up corrupting other browsers I use
653	I had a good visit with two of my brothers.  They were able to IM to me, but I am having trouble figuring out how to IM to them.  Neither of them is on ABCD and I don't know how to install that ability on my computer.
654	I was able to read my email
655	Less expensive service with another provider
656	When I try to send an email it takes minutes with the hourglass sitting there and the ABCD icon spinning around.  After waiting minutes for the hourglass to go away sometimes I press Esc and Send Later. Then when I look in my Online Sent Mail I see that the email was sent.   But I did not get the popup box informing me that my email was sent, and it does not appear in my PFC.  I have had several emails back and forth with Customer Care Consultant TechMail Department and the problem has not been solved. I am quite frustrated.  
657	kept freezing up
